,user_id,item_id,rating,timestamp
203,AFA26DYXVLJYTYZ3KET77GE27N2A,B01C6WY6BI,2.0,1476917287000
400,AEIMJ5XEUIE4TKJLGSZYNNKB2WDQ,B07H9TPQYD,5.0,1576302702096
401,AEIMJ5XEUIE4TKJLGSZYNNKB2WDQ,B07Q25B5GK,5.0,1570341751067
402,AEIMJ5XEUIE4TKJLGSZYNNKB2WDQ,B01F980LCO,5.0,1562203202744
403,AEIMJ5XEUIE4TKJLGSZYNNKB2WDQ,B07LGTPWZ7,5.0,1562202144565
404,AEIMJ5XEUIE4TKJLGSZYNNKB2WDQ,B07283XSDB,1.0,1546757263659
405,AEIMJ5XEUIE4TKJLGSZYNNKB2WDQ,B077HYT7C8,2.0,1535998770934
406,AEIMJ5XEUIE4TKJLGSZYNNKB2WDQ,B010S7S0DS,1.0,1535998750965
408,AEIMJ5XEUIE4TKJLGSZYNNKB2WDQ,B01M9GNSNP,1.0,1489445642000
409,AEIMJ5XEUIE4TKJLGSZYNNKB2WDQ,B00W6UYIS2,1.0,1489444358000
416,AFDMZ4TRX3HXQQUGWAHJQTIF65BQ,B085T9QS34,5.0,1643580366210
417,AFDMZ4TRX3HXQQUGWAHJQTIF65BQ,B08HPGJXZM,5.0,1633892310217
418,AFDMZ4TRX3HXQQUGWAHJQTIF65BQ,B084Q9RJ8N,5.0,1628360529917
419,AFDMZ4TRX3HXQQUGWAHJQTIF65BQ,B084Q94HDR,5.0,1625604693735
420,AFDMZ4TRX3HXQQUGWAHJQTIF65BQ,B0789591RC,5.0,1619123974289
421,AFDMZ4TRX3HXQQUGWAHJQTIF65BQ,B01DV8BVWS,5.0,1618687359068
422,AFDMZ4TRX3HXQQUGWAHJQTIF65BQ,B07FMWRBWQ,5.0,1618610113593
424,AFDMZ4TRX3HXQQUGWAHJQTIF65BQ,B015XCF450,5.0,1612124197141
425,AFDMZ4TRX3HXQQUGWAHJQTIF65BQ,B00H4DL9II,5.0,1610318595827
552,AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B09GYKKBYP,4.0,1643061688519
568,AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B08LPGC6MW,3.0,1609193677310
609,AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B01F47N7XK,5.0,1508981483393
610,AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B0100LZGCA,5.0,1508598805035
612,AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B001M6CATU,4.0,1336880229000
634,AHEJ5LC7BSEADCIZQQQPZPVWOLCA,B09CW5M8BN,5.0,1649891705409
635,AHEJ5LC7BSEADCIZQQQPZPVWOLCA,B08RYWMCJN,5.0,1623544750025
636,AHEJ5LC7BSEADCIZQQQPZPVWOLCA,B07Z8S43FS,5.0,1623544478457
637,AHEJ5LC7BSEADCIZQQQPZPVWOLCA,B08GK9QVH3,5.0,1621547686911
638,AHEJ5LC7BSEADCIZQQQPZPVWOLCA,B089QMZ2MQ,5.0,1594760606387
833,AFQQQ5LGNSQUEBGDCYBAZZE5T3DA,B083BF9T8J,5.0,1584638379566
855,AFQQQ5LGNSQUEBGDCYBAZZE5T3DA,B083BHZ9DR,5.0,1581722132788
895,AFQQQ5LGNSQUEBGDCYBAZZE5T3DA,B07YDVT35J,5.0,1577734708157
925,AFQQQ5LGNSQUEBGDCYBAZZE5T3DA,B009PKILUW,5.0,1575312847480
935,AFQQQ5LGNSQUEBGDCYBAZZE5T3DA,B07S82JZ9J,5.0,1572890246168
988,AER7BPYAMW5CAICYIJX7QW64MBIA,B073QSQ9N1,5.0,1591213928296
989,AER7BPYAMW5CAICYIJX7QW64MBIA,B082MMS87N,3.0,1585676894956
990,AER7BPYAMW5CAICYIJX7QW64MBIA,B07W5CX957,1.0,1582473356442
991,AER7BPYAMW5CAICYIJX7QW64MBIA,B07F1DL944,1.0,1566862233657
992,AER7BPYAMW5CAICYIJX7QW64MBIA,B07G9ZXM41,1.0,1563293033626
993,AER7BPYAMW5CAICYIJX7QW64MBIA,B07M71NCV7,5.0,1553743305317
994,AER7BPYAMW5CAICYIJX7QW64MBIA,B01BIA64CI,5.0,1549905995201
995,AER7BPYAMW5CAICYIJX7QW64MBIA,B07H6LLKSR,5.0,1549905029905
996,AER7BPYAMW5CAICYIJX7QW64MBIA,B07DL8NTC6,3.0,1539511103447
997,AER7BPYAMW5CAICYIJX7QW64MBIA,B07CKV7BXR,3.0,1538137796046
998,AER7BPYAMW5CAICYIJX7QW64MBIA,B07FTFWTQ6,5.0,1537898412608
999,AER7BPYAMW5CAICYIJX7QW64MBIA,B07FKM2M45,1.0,1537896751562
1000,AER7BPYAMW5CAICYIJX7QW64MBIA,B01NBWWSOX,5.0,1535834167387
1001,AER7BPYAMW5CAICYIJX7QW64MBIA,B01HNXUCTU,1.0,1494377822000
1002,AER7BPYAMW5CAICYIJX7QW64MBIA,B01H01BYKQ,1.0,1494377415000
1003,AER7BPYAMW5CAICYIJX7QW64MBIA,B0076WTDC6,1.0,1486558361000
1004,AER7BPYAMW5CAICYIJX7QW64MBIA,B01N5A3KWB,1.0,1483727153000
1005,AER7BPYAMW5CAICYIJX7QW64MBIA,B01M0S5WD5,4.0,1483565124000
1006,AER7BPYAMW5CAICYIJX7QW64MBIA,B00K8B0VR8,5.0,1483565103000
1007,AER7BPYAMW5CAICYIJX7QW64MBIA,B012N20BOM,1.0,1482657786000
1010,AEHWOWAIPMPP2EN6C24JJQROQ5VQ,B09R9QD1Q3,1.0,1656196960593
1011,AEHWOWAIPMPP2EN6C24JJQROQ5VQ,B07XYWZ6WL,1.0,1589070231786
1012,AEHWOWAIPMPP2EN6C24JJQROQ5VQ,B07G8LWFQC,5.0,1588257924619
1013,AEHWOWAIPMPP2EN6C24JJQROQ5VQ,B07VRY8FYM,1.0,1581774253444
1014,AEHWOWAIPMPP2EN6C24JJQROQ5VQ,B07WDFZ2CD,1.0,1578363764971
1015,AEHWOWAIPMPP2EN6C24JJQROQ5VQ,B07767TMNK,5.0,1570240649108
1016,AEHWOWAIPMPP2EN6C24JJQROQ5VQ,B01FXJGCQI,5.0,1565764652965
1017,AEHWOWAIPMPP2EN6C24JJQROQ5VQ,B07MCLLBLC,4.0,1558344513623
1018,AEHWOWAIPMPP2EN6C24JJQROQ5VQ,B07C5N2GTS,5.0,1557264384361
1019,AEHWOWAIPMPP2EN6C24JJQROQ5VQ,B076HDHHT4,4.0,1556824725161
1150,AFM5NV37IAPIP2AZXEZTKP3BJWKQ,B08BFJLMYK,5.0,1596725758647
1151,AFM5NV37IAPIP2AZXEZTKP3BJWKQ,B087CRQM6V,5.0,1594082683211
1152,AFM5NV37IAPIP2AZXEZTKP3BJWKQ,B07TTWRYSC,3.0,1581522672647
1153,AFM5NV37IAPIP2AZXEZTKP3BJWKQ,B07N2BLKJK,3.0,1568395261829
1154,AFM5NV37IAPIP2AZXEZTKP3BJWKQ,B00XXBE7WU,1.0,1522992893902
1165,AGAHANLSS7DG4ZHNPP5S56W4SKHA,B0BNL6PH64,1.0,1676412066245
1166,AGAHANLSS7DG4ZHNPP5S56W4SKHA,B01GFLZPX4,1.0,1606165735081
1168,AGAHANLSS7DG4ZHNPP5S56W4SKHA,B07K3X8RS3,5.0,1562423120866
1169,AGAHANLSS7DG4ZHNPP5S56W4SKHA,B01LX41S4L,1.0,1562107539952
1170,AGAHANLSS7DG4ZHNPP5S56W4SKHA,B07BDFGK8W,5.0,1525735669258
1184,AGGMDRXIZJHBVVQFKU2LJ3LGICTA,B08M3Y9M9Y,5.0,1642874387646
1185,AGGMDRXIZJHBVVQFKU2LJ3LGICTA,B08TC3B1R4,3.0,1625484410707
1186,AGGMDRXIZJHBVVQFKU2LJ3LGICTA,B072LWHV4G,4.0,1614009289479
1187,AGGMDRXIZJHBVVQFKU2LJ3LGICTA,B083F5SMH2,5.0,1604768968239
1188,AGGMDRXIZJHBVVQFKU2LJ3LGICTA,B07D6VBYTF,3.0,1601054565680
1189,AGGMDRXIZJHBVVQFKU2LJ3LGICTA,B083JV9N5Z,4.0,1587066943588
1190,AGGMDRXIZJHBVVQFKU2LJ3LGICTA,B07YND7KSB,4.0,1578910017446
1191,AGGMDRXIZJHBVVQFKU2LJ3LGICTA,B07HHBWK1Z,4.0,1562455140275
1192,AGGMDRXIZJHBVVQFKU2LJ3LGICTA,B071D6DKWY,3.0,1557061468743
1193,AGGMDRXIZJHBVVQFKU2LJ3LGICTA,B0778TQ5DT,5.0,1555354724128
1194,AGGMDRXIZJHBVVQFKU2LJ3LGICTA,B07DL5FZDD,5.0,1552242973380
1328,AGNNX5XDIN5SHDOKFX2QOUE32B5A,B016N5OZWE,5.0,1481887005000
1329,AGNNX5XDIN5SHDOKFX2QOUE32B5A,B0170IZNLA,5.0,1481069436000
1330,AGNNX5XDIN5SHDOKFX2QOUE32B5A,B01M5HQOSG,5.0,1481069366000
1331,AGNNX5XDIN5SHDOKFX2QOUE32B5A,B01H4MA150,5.0,1479028146000
1332,AGNNX5XDIN5SHDOKFX2QOUE32B5A,B01AQDJATC,5.0,1467564328000
1333,AGNNX5XDIN5SHDOKFX2QOUE32B5A,B013KWEQ54,4.0,1464000920000
1355,AFABDHAX4UX5QYXIFBZEQRL6P4VQ,B01KEEGQM2,5.0,1484076271000
1356,AFABDHAX4UX5QYXIFBZEQRL6P4VQ,B00V1IBZGI,5.0,1460074488000
1357,AFABDHAX4UX5QYXIFBZEQRL6P4VQ,B0045H0L1W,4.0,1448260814000
1358,AFABDHAX4UX5QYXIFBZEQRL6P4VQ,B00TE8UZMM,4.0,1433802296000
1359,AFABDHAX4UX5QYXIFBZEQRL6P4VQ,B003O6F9RQ,5.0,1428893337000
1367,AFMHO73ZLBHUMB36EHB4GUFLM3SA,B07Q5X14KF,3.0,1570256765355
1368,AFMHO73ZLBHUMB36EHB4GUFLM3SA,B00W5TX1AK,3.0,1490349881000
1369,AFMHO73ZLBHUMB36EHB4GUFLM3SA,B017HOEGKG,5.0,1484899922000
1370,AFMHO73ZLBHUMB36EHB4GUFLM3SA,B01KJMMLF0,5.0,1479766609000
1371,AFMHO73ZLBHUMB36EHB4GUFLM3SA,B017N2AGMO,5.0,1466554946000
1372,AFMHO73ZLBHUMB36EHB4GUFLM3SA,B00IYF3V22,1.0,1404412112000
1385,AGLSYOFPXK3ZN2GL5BSPNSQK6AJQ,B0892C7D6Z,5.0,1605876960510
1386,AGLSYOFPXK3ZN2GL5BSPNSQK6AJQ,B07TXG769Y,5.0,1596493345973
1387,AGLSYOFPXK3ZN2GL5BSPNSQK6AJQ,B075D9LP2D,5.0,1577991961211
1388,AGLSYOFPXK3ZN2GL5BSPNSQK6AJQ,B07CXS8LVX,5.0,1556803702199
1389,AGLSYOFPXK3ZN2GL5BSPNSQK6AJQ,B073PPB1R7,5.0,1516720684425
1390,AGLSYOFPXK3ZN2GL5BSPNSQK6AJQ,B00SXF85N8,5.0,1487341383000
1391,AGLSYOFPXK3ZN2GL5BSPNSQK6AJQ,B014S66DFC,5.0,1483454650000
1392,AGLSYOFPXK3ZN2GL5BSPNSQK6AJQ,B00IBNCMMC,5.0,1468418027000
1397,AFHRPCWEWPAAA2ZVLDTJHDIFR3VA,B08SLZB24M,4.0,1655860055511
1398,AFHRPCWEWPAAA2ZVLDTJHDIFR3VA,B097BRFHDD,2.0,1628654656122
1399,AFHRPCWEWPAAA2ZVLDTJHDIFR3VA,B08KVX52JY,4.0,1625083282664
1400,AFHRPCWEWPAAA2ZVLDTJHDIFR3VA,B083BJMVLK,4.0,1594072351577
1401,AFHRPCWEWPAAA2ZVLDTJHDIFR3VA,B07X9Z6BKR,5.0,1593137380356
1402,AFHRPCWEWPAAA2ZVLDTJHDIFR3VA,B07X41P5PY,3.0,1593135194314
1403,AFHRPCWEWPAAA2ZVLDTJHDIFR3VA,B07V3J14XB,4.0,1580858047688
1404,AFHRPCWEWPAAA2ZVLDTJHDIFR3VA,B07Q5BDDF6,5.0,1576640732837
1405,AFHRPCWEWPAAA2ZVLDTJHDIFR3VA,B07L8GMC13,2.0,1576637781675
1406,AFHRPCWEWPAAA2ZVLDTJHDIFR3VA,B07BMGH6CV,4.0,1558411338892
1407,AFHRPCWEWPAAA2ZVLDTJHDIFR3VA,B07M8W6JQB,1.0,1558410426207
1408,AFHRPCWEWPAAA2ZVLDTJHDIFR3VA,B07FFPBXS9,1.0,1549676966225
1409,AFHRPCWEWPAAA2ZVLDTJHDIFR3VA,B0761N4RCV,1.0,1517102272511
1410,AFHRPCWEWPAAA2ZVLDTJHDIFR3VA,B01CY9DE5W,1.0,1503812706275
1411,AFHRPCWEWPAAA2ZVLDTJHDIFR3VA,B01J5BW3SQ,1.0,1499843698175
1433,AFGDRVPCP742YM5MMLFIKZCGNNRQ,B0B5KNQLD1,5.0,1660233684271
1434,AFGDRVPCP742YM5MMLFIKZCGNNRQ,B07PQ9S143,4.0,1577579841324
1435,AFGDRVPCP742YM5MMLFIKZCGNNRQ,B07R3B4NKD,5.0,1559955971099
1436,AFGDRVPCP742YM5MMLFIKZCGNNRQ,B07Q1F7YZQ,5.0,1559954549810
1437,AFGDRVPCP742YM5MMLFIKZCGNNRQ,B07NVGWVC7,5.0,1558997100976
1438,AFGDRVPCP742YM5MMLFIKZCGNNRQ,B07R1QM7XZ,5.0,1558832556857
1439,AFGDRVPCP742YM5MMLFIKZCGNNRQ,B07FRYNV5C,5.0,1558667241713
1440,AFGDRVPCP742YM5MMLFIKZCGNNRQ,B07L9TFPWM,5.0,1558158697274
1441,AFGDRVPCP742YM5MMLFIKZCGNNRQ,B01MA5Y76B,5.0,1557952555748
1524,AHKHMWNLW3LCZCJXWLZVKC744UDQ,B071DGPVT7,4.0,1516248523336
1525,AHKHMWNLW3LCZCJXWLZVKC744UDQ,B075H96SVZ,5.0,1516114487354
1526,AHKHMWNLW3LCZCJXWLZVKC744UDQ,B01FM6NJR2,5.0,1515732595414
1527,AHKHMWNLW3LCZCJXWLZVKC744UDQ,B01EB48EL2,3.0,1487182347000
1528,AHKHMWNLW3LCZCJXWLZVKC744UDQ,B01H9N864M,3.0,1484541273000
1529,AHKHMWNLW3LCZCJXWLZVKC744UDQ,B0108J7ETM,4.0,1457589589000
1658,AG35ZKLVYOSFX7V3RFHKPPTSE5UQ,B07XJH9J1Y,1.0,1574888965118
1659,AG35ZKLVYOSFX7V3RFHKPPTSE5UQ,B07Q6JTD4F,3.0,1571199690198
1660,AG35ZKLVYOSFX7V3RFHKPPTSE5UQ,B07PPJ3HX4,3.0,1559493831314
1661,AG35ZKLVYOSFX7V3RFHKPPTSE5UQ,B074WXJ434,4.0,1511062284316
1662,AG35ZKLVYOSFX7V3RFHKPPTSE5UQ,B075HCGK15,4.0,1509909953717
1688,AHU2GG5RF6YAEWUFNLH3QH5RHDNQ,B016JNLEE2,1.0,1499280643088
1689,AHU2GG5RF6YAEWUFNLH3QH5RHDNQ,B00VKM2NPW,5.0,1457222535000
1690,AHU2GG5RF6YAEWUFNLH3QH5RHDNQ,B010L5B4AS,3.0,1452188902000
1691,AHU2GG5RF6YAEWUFNLH3QH5RHDNQ,B00TJJDJ06,2.0,1452188833000
1692,AHU2GG5RF6YAEWUFNLH3QH5RHDNQ,B00Y1XD202,5.0,1452188758000
1693,AHU2GG5RF6YAEWUFNLH3QH5RHDNQ,B009SFVKOS,4.0,1422052504000
1694,AHU2GG5RF6YAEWUFNLH3QH5RHDNQ,B00BGZUTA4,5.0,1420740611000
1715,AEXCBVLSGIQSEK3UIPLMFEVN6LSQ,B085GBNJV9,5.0,1601335244774
1716,AEXCBVLSGIQSEK3UIPLMFEVN6LSQ,B07GSV78G5,3.0,1576254594308
1717,AEXCBVLSGIQSEK3UIPLMFEVN6LSQ,B019TTJSD2,2.0,1536856359624
1718,AEXCBVLSGIQSEK3UIPLMFEVN6LSQ,B06ZXW97YJ,2.0,1526932136104
1719,AEXCBVLSGIQSEK3UIPLMFEVN6LSQ,B06Y5WSD3Z,2.0,1526932088498
1731,AG25ZASYXSIF666IYOAOXJTTX2WQ,B01E96363S,2.0,1532193035823
1732,AG25ZASYXSIF666IYOAOXJTTX2WQ,B07B7QV44H,5.0,1529764761807
1733,AG25ZASYXSIF666IYOAOXJTTX2WQ,B0716L898H,2.0,1524920761844
1734,AG25ZASYXSIF666IYOAOXJTTX2WQ,B01EIQ6Q04,5.0,1509823359616
1735,AG25ZASYXSIF666IYOAOXJTTX2WQ,B01MU605OP,5.0,1505595467006
1750,AG7H465T24KLO6MGEZB5WYY3DDJQ,B098F8KF7D,1.0,1640598307842
1751,AG7H465T24KLO6MGEZB5WYY3DDJQ,B07DRDKK12,5.0,1534178142399
1752,AG7H465T24KLO6MGEZB5WYY3DDJQ,B01KO63ZH4,1.0,1531450322731
1753,AG7H465T24KLO6MGEZB5WYY3DDJQ,B01L1O6FXY,2.0,1519433460424
1754,AG7H465T24KLO6MGEZB5WYY3DDJQ,B01090FIFW,3.0,1503721014043
1755,AG7H465T24KLO6MGEZB5WYY3DDJQ,B00J3CVHMG,5.0,1465274702000
1756,AG7H465T24KLO6MGEZB5WYY3DDJQ,B009OM8EA8,5.0,1375243271000
1841,AHRGTIMQO47C2VLJILIDU53BQKSA,B08CZBH6XM,4.0,1617593114624
1846,AHRGTIMQO47C2VLJILIDU53BQKSA,B014YZV4YC,5.0,1546804362709
1847,AHRGTIMQO47C2VLJILIDU53BQKSA,B01FISC5N8,5.0,1506836585174
1848,AHRGTIMQO47C2VLJILIDU53BQKSA,B011XKI32C,3.0,1473200741000
1849,AHRGTIMQO47C2VLJILIDU53BQKSA,B014B3KLTG,4.0,1470246895000
1912,AFS5TQHRDNYDFD7ONWOVFWTCGAKQ,B078ZLXRZH,5.0,1664816557311
1913,AFS5TQHRDNYDFD7ONWOVFWTCGAKQ,B07PWHJQGK,4.0,1573405531373
1914,AFS5TQHRDNYDFD7ONWOVFWTCGAKQ,B07149L8FG,5.0,1573403660624
1915,AFS5TQHRDNYDFD7ONWOVFWTCGAKQ,B0761PYS29,5.0,1573403080390
1916,AFS5TQHRDNYDFD7ONWOVFWTCGAKQ,B077MJWHF5,5.0,1514601512631
1917,AFS5TQHRDNYDFD7ONWOVFWTCGAKQ,B01LRIJ80G,2.0,1499910359101
1919,AFS5TQHRDNYDFD7ONWOVFWTCGAKQ,B00V3IS4KG,5.0,1479011695000
1920,AFS5TQHRDNYDFD7ONWOVFWTCGAKQ,B008DX3F9O,2.0,1470180673000
1921,AFS5TQHRDNYDFD7ONWOVFWTCGAKQ,B00CWNB83G,4.0,1389406811000
1922,AFS5TQHRDNYDFD7ONWOVFWTCGAKQ,B000HBH29E,5.0,1296593341000
1939,AH2HBIU5M2KOE4WHRXEZV2CUTHZA,B00G2QA03S,5.0,1504136147749
1940,AH2HBIU5M2KOE4WHRXEZV2CUTHZA,B015U17HKE,1.0,1504136119443
1941,AH2HBIU5M2KOE4WHRXEZV2CUTHZA,B072KSQWBQ,4.0,1504134838065
1942,AH2HBIU5M2KOE4WHRXEZV2CUTHZA,B072592YH6,5.0,1503168182060
1943,AH2HBIU5M2KOE4WHRXEZV2CUTHZA,B01BULRFXW,5.0,1490209740000
1968,AHBUO2AFI46Y3SDHRMETHIGRUONQ,B00ZUTUFNI,5.0,1517956270324
1969,AHBUO2AFI46Y3SDHRMETHIGRUONQ,B017XIG0VO,4.0,1498333764187
1970,AHBUO2AFI46Y3SDHRMETHIGRUONQ,B014HBF6I8,5.0,1477161136000
1971,AHBUO2AFI46Y3SDHRMETHIGRUONQ,B00IXWVX6W,4.0,1476371966000
1972,AHBUO2AFI46Y3SDHRMETHIGRUONQ,B0126GV6FS,5.0,1473388940000
1986,AFIYSCWRQIKHWMAXCZMLATD4RAIA,B08DL57VBP,5.0,1615109353162
1987,AFIYSCWRQIKHWMAXCZMLATD4RAIA,B08DL6L2MT,5.0,1611996204098
1988,AFIYSCWRQIKHWMAXCZMLATD4RAIA,B08C4VJPS1,5.0,1609144503900
1990,AFIYSCWRQIKHWMAXCZMLATD4RAIA,B07WTCW1YY,5.0,1593404387413
1991,AFIYSCWRQIKHWMAXCZMLATD4RAIA,B085P1WW1S,3.0,1592388186134
1992,AFIYSCWRQIKHWMAXCZMLATD4RAIA,B07752JXBM,4.0,1536189083448
1994,AF2BLE54TEMGZ546U763ZHZRXC4A,B09J1DK5LV,5.0,1639586322350
1995,AF2BLE54TEMGZ546U763ZHZRXC4A,B09DKMP9CX,5.0,1633966516488
2015,AF2BLE54TEMGZ546U763ZHZRXC4A,B01BE1IU8C,5.0,1563728900988
2016,AF2BLE54TEMGZ546U763ZHZRXC4A,B07S1W2GT6,5.0,1563727268764
2017,AF2BLE54TEMGZ546U763ZHZRXC4A,B01L1L3BE8,5.0,1523281588144
2307,AFK5XTHV2ULQWS7P6OKQO6WESLSA,B077YGCGLF,5.0,1555241130431
2308,AFK5XTHV2ULQWS7P6OKQO6WESLSA,B07JMK41LX,5.0,1553052936091
2309,AFK5XTHV2ULQWS7P6OKQO6WESLSA,B009VGDBGO,5.0,1537032968288
2310,AFK5XTHV2ULQWS7P6OKQO6WESLSA,B01M5FYTN5,5.0,1528496012186
2311,AFK5XTHV2ULQWS7P6OKQO6WESLSA,B01EP7M0HY,5.0,1528492726217
2312,AFK5XTHV2ULQWS7P6OKQO6WESLSA,B01HIGYDYW,5.0,1528479315244
2635,AGDFLGBDHOLOASHN4K6ICKMAWEOA,B07PXHH87P,4.0,1555459919235
2636,AGDFLGBDHOLOASHN4K6ICKMAWEOA,B07DDFBHTJ,5.0,1528763683475
2637,AGDFLGBDHOLOASHN4K6ICKMAWEOA,B07BQPBKQH,5.0,1525306726816
2638,AGDFLGBDHOLOASHN4K6ICKMAWEOA,B07C5X7CMK,5.0,1525306410551
2639,AGDFLGBDHOLOASHN4K6ICKMAWEOA,B06XWPBFG7,5.0,1492551801000
2640,AGDFLGBDHOLOASHN4K6ICKMAWEOA,B06XWSYKRX,5.0,1492466155000
2641,AGDFLGBDHOLOASHN4K6ICKMAWEOA,B01CCQCP5W,5.0,1487228733000
2723,AFCLX5HG3ET2SALGQWJP2VJAVVYQ,B07KDHZ8MT,3.0,1597778822676
2724,AFCLX5HG3ET2SALGQWJP2VJAVVYQ,B07DY49JV4,3.0,1551126132817
2725,AFCLX5HG3ET2SALGQWJP2VJAVVYQ,B071VYR6PQ,5.0,1512579296053
2726,AFCLX5HG3ET2SALGQWJP2VJAVVYQ,B06XRG3QMV,2.0,1511103297070
2727,AFCLX5HG3ET2SALGQWJP2VJAVVYQ,B01LZGJOUW,4.0,1503680585737
2728,AFCLX5HG3ET2SALGQWJP2VJAVVYQ,B01GLV48QS,5.0,1490807976000
3474,AFNASLJW3ZH2VTUBEYRGC77Q2X6A,B07DGVNVHL,5.0,1560737577648
3475,AFNASLJW3ZH2VTUBEYRGC77Q2X6A,B07QXLN4SB,5.0,1559758204218
